'a'wei'si'man'qin 阿维四螨嗪
'fei'bi'xu'an'ji'suan 非必需氨基酸
'yi'nian'sheng'zuo'wu 一年生作物
'shou'lian 收敛
'heng'sheng'de 横生的
'ping'guo'shu'fu'lan'bing 苹果树腐烂病
'ben'shuang'ling 苯霜灵
'an'jian 案件
'hao're'xing'de 好热性的
'kang'zu'an 抗组胺
'bang'fu 帮扶
'sha'mo 沙漠
'jian'shu'fen'lie'qi 减数分裂期
'mie'cao'meng 灭草猛
'bu'zu 步足
'jian'chu 间除
'sheng'zhang'qi 生长期
'qi'sheng'de 气生的
'bu'mie'shu 捕灭鼠
'jia'jun'li 甲菌利
'tan'ju'bing 炭疽病
'fen'bu'yu'ce 分布预测
'duo'nian'lai 多年来
'wei'guan'de 维管的
'di'ya'man 敌蚜螨
'an'hui'sheng'guo'yang'xian'hua'gong'zong'chang 安徽省涡阳县化工总厂
'dao'fu'ni'jia 稻负泥甲
'duan'shao 煅烧
'fan'mu'gua 蕃木瓜
'er'ba'nian 二八年
'ji'sheng'chong'qin'xi 寄生虫侵袭
'ban'zhong'an 拌种胺
'qiang'you'li 强有力
'tian'cai'she'yan'bing 甜菜蛇眼病
'gan'lan'can'cha 甘蓝残茬
'bei'jing'shi'shun'yi'xian'xing'yuan'gao'zhi'mo'chang 北京市顺义县兴源高脂膜厂
'mu'fei 钼肥
'mei'sui 每穗
'qian'yin'li 牵引犁
'lv'qing'zhong'ding'wei 氯氰仲丁威
'xian'shui'dian'ju 县水电局
'lv'ben'an'ling 氯苯胺灵
'tu'fu'shang'han 兔副伤寒
'te'shu'qing'kuang 特殊情况
'ci'xiong'yi'zhu'de 雌雄异株的
'huang'you'ying 黄有英
'tong'wo 同窝
'ping'guo'gen'tou'ai'zhong'bing 苹果根头癌肿病
'ji'hua'cai'wu'chu 计划财务处
'wei'zhu'yao'mo'shi'de 为主要模式的
'feng'yan'lan 凤眼兰
'huang'wei'qiu'tiao'jia 黄尾球跳甲
'gan'zao'ji 干燥剂
'zhi'li'ti 脂粒体
'rou'fan 肉贩
'ning'xue'mei'yuan 凝血酶原
'mei'zhu'sui'shu 每株穗数
'zhou'cha'sang'zhan 州茶桑站
'niu'mao'zhan 牛毛毡
'nei'tai 内胎
'quan'guo'geng'di'lei'xing'qu 全国耕地类型区
'xing'wai'ji'su 性外激素
'zhi'fa'jian'cha 执法检查
'fen'bu'xing 分布型
'gen'jian 根尖
'hei'mai'ye'xiu'bing 黑麦叶锈病
'cuo'fen'lie 错分裂
'zhong'sang'yang'can'nong'hu 种桑养蚕农户
'ning'er 宁洱
'guo'shi'zhu'cang'ku 果实贮藏库
'lin'xue'yuan'yi'xue'yuan 林学园艺学院
'er'nian'sheng'zuo'wu 二年生作物
'que'zhu 缺株
'qi'ji 契机
'chou'qu 抽取
'tu'rang'mi'du 土壤密度
'cai'fang'ji'zhe 采访记者
'zong'se'sen'lin'tu 棕色森林土
'bi'suo'qun'ti 闭锁群体
'er'ci'tu'rang'pu'cha 二次土壤普查
'yong'hua 蛹化
'xian'cai'zheng 县财政
'fen'zhi'zhong'yu'mi 粉质种玉米
'sha'ding'yu 沙丁鱼
'chao'xian'ji 朝鲜蓟
'zhou'zong'bin 周宗斌
'chun'geng'chun'zhong'gong'zuo 春耕春种工作
'pu'er 普洱
'pen'gan 喷杆
'rou'zhi'zhi'wu 肉质植物
'zhi'xiang'zhi'wu 指向植物
're'dai'xing'zhi'wu 热带性植物
'mu'yang 母羊
'su'sha'liu'lin 速杀硫磷
'fa'yuan 法院
'fang'xing'xue'bo'ji 方形穴播机
'chao'shi'qi'hou 潮湿气候
'ye'sheng'jiao'mu 野生酵母
'ao'da'li'ya'jia'de'shi'shi'you'gong'si 澳大利亚加德士石油公司
'gen'jing'zui 根茎罪
'shi'lu 试录
'shu'gan'fu 鼠甘伏
'mian'huang 棉蝗
'yue'dong'si'miao 越冬死苗
'zhan'zhe'ji 展着剂
'shui'fen'xi 水分析
'zao'zhuang'jun 藻状菌
'shi'tiao 失调
'shui'diao 水貂
'bi'ya'wu 避蚜雾
'wei'xi'guo'lv 微细过滤
'zui'chun 嘴唇
'xi'zhang 吸涨
'tu'di'gai'liang 土地改良
'xuan'mo'biao'ben 选模标本
'lei'rou 肋肉
'tu'di'yong'you'zhe 土地拥有者
'qin'she 禽舍
'hu'xi'qi'fang'du'mian 呼吸器防毒面
'qu'yu'shi'yi'tui'guang'mian'ji 区域适宜推广面积
'luo'le 罗勒
'you'sui'fen'hua'qi 幼穗分化期
'bao'zi'xing'cheng 孢子形成
'nong'ye'tu'rang 农业土壤
'yue'nian'xing 越年性
'xiang'wei 香味
'tian'mian 田面
'fei'liao'xi'shou 肥料吸收
'nong'ye'zhong'da'zi'ran'zai'hai 农业重大自然灾害
'yi'bei'ti 异倍体
'mie'shu'jing 灭鼠腈
'hong'la'jie 红蜡蚧
'dong'jian 冬剪
'di'mian'guan'gai 地面灌溉
'zhong'miao 种苗
'yi'fa'yan'ti 异发演替
'tian'mao 田毛
'mi'yi'yi'e'song 咪乙异噁松
'jin'shui'kou 进水口
'shi'shi 实施
'jie'di'dao'tian 阶地稻田
'tian'bao'yao'qiu 填报要求
'bao'gao'ren 报告人
'can'sha 蚕沙
'zhong'zhi'mian'ji 种植面积
'fei'lun 飞轮
'gen'ying 根瘿
'za'xing'de 杂性的
'zhu'mao'cai 猪毛菜
'huang'ma'jing'ban'bing 黄麻茎斑病
'jia'ma 甲马
'liu'suan'an 硫酸铵
'xing'xi'bao 性细胞
'si'liao'xing 饲料型
'dui'ni 对你
'luo'yan'mai 裸燕麦
'guan'gai'qu'dao'she'ji'shui'liang 灌溉渠道设计水量
'sha'chong'an 杀虫安
'jing'jie 茎节
'pin'shuo 频数
'tian'yu'mi 甜玉米
'ji'xin'cheng'yi 鸡新城疫
'ren'shi'lao'dong'he'she'hui'bao'zhang'ju 人事劳动和社会保障局
'shan'hu'chong 珊瑚虫
'ke'xue'jia 科学家
'xi'bing'ben'sai'zuo 烯丙苯噻唑
'bai'bu'jian 百部碱
'yuan'sheng'zhi'ti'rong'he 原生质体融合
'shan'tao 山桃
'mu'di 墓地
'jiang'su'he'ye'nong'hua'you'xian'gong'si 江苏禾业农化有限公司
'zhou'si 骤死
'yu'cha 预察
'si'xian 丝腺
'fa'sheng 发生
'you'hai'wu'zhi 有害物质
'xiang'qian'xing'shi 向前行驶
'cu'fang'si'yang 粗放饲养
'diao'cha'yan'jiu 调查研究
'wu'hou'tu 物候图
'da'cao'sheng'ji 打草绳机
'sai'e'ben'huang'long 噻噁苯磺隆
'zhong'yang'shu'ji'chu 中央书记处
'ding'hai 丁亥
'xuan'ze'pei'yang 选择培养
'wei'zhi'shu 未知数
'jia'xing'xiao'guo 加性效果
'zi'lai'shui'bi 自来水笔
'nong'te'chan'pin 农特产品
'zhen'jun'du'su 真菌毒素
'zhi'wu'jian'yan'jian'yi'gong'zuo 植物检验检疫工作
'chan'luan'ji 产卵季
'ge'dai 割袋
'zi'zhi'qu'dang'wei'chang'wei 自治区党委常委
'ji'nue 鸡疟
'tan'shui'hua'he'wu'si'liao 碳水化合物饲料
'fen'xi'yuan 分析员
'bing'ying 兵营
'ju'ban'pei'xun'ban 举办培训班
'hun'he'zhi'fang'suan 混合脂肪酸
'yuan'qiu'xing 圆球形
'hua'gang'pian'ma'yan'tu 花岗片麻岩土
'meng'xin'san'zuo'tong 锰锌三唑酮
'a'wei'mie'ying'an 阿维灭蝇胺
'nong'cun'dao'lu 农村道路
'mu'cao'sheng'chan'liang 牧草生产量
'xia'mo 夏末
'lu'xiang'chen'ji'ceng 陆相沉积层
'zhong'zi'gan'ran 种子感染
'guang'xi'liu'zhou'shi'tian'hui'jing'xi'hua'gong'chang 广西柳州市天惠精细化工厂
'shan'dong'bai'yun'nong'yao'you'xian'gong'si 山东白云农药有限公司
'ye'lv'bao 叶绿宝
'man'xing'fu'she 慢性辐射
'shui'hui 水毁
'kai'hua'shou'jing 开花受精
'zuo'wu'qi'yuan 作物起源
'nong'chan'pin'jia'gong'qi'ye 农产品加工企业
'xuan'chuan'bu 宣传部
'lv'hua'mei 氯化镁
'ming'ling'te 螟铃特
'niao'hei'suan'zheng 尿黑酸症
'gao'ya'shi'qing'jie'qi 高压式清洁器
'fang'sha'lin 防砂林
'dan'kuang'hua 氮矿化
'wu'ji'fei'shui 无机废水
'sheng'wu'jian 生物碱
'zha'gen 扎根
'ge'ceng'yu'yang 隔层育秧
'tai'yi'zhi'liu 胎衣滞留
'ding'liu'sha'chong'dan 丁硫杀虫单
'nong'chan'pin'jia'gong'zeng'zhi 农产品加工增值
'liang'bao 晾曝
'fu'jian'sheng'jin'jiang'shi'jin'ri'ri'hua'you'xian'gong'si 福建省晋江市今日日化有限公司
'qun'ti'wen'du 群体温度
'yi'you 乙莠
'zhong'zhi'ye'guan'li'chu 种植业管理处
'duo'yin'zi'shi'yan'she'ji 多因子试验设计
'zhong'zi'jian'cha 种子检查
'zhong'shi 重视
'shan'dong'sheng'dong'ying'sheng'de'jing'xi'hua'gong'chang 山东省东营胜德精细化工厂
'jie'gou'ji'yin 结构基因
'ke'neng'xing 可能性
'tuo'la 脱蜡
'dang'dai'hui 党代会
'er'qi'nian 二七年
'mao'he'su'yun'jun 毛核苏云菌
'yi'bing'cao'you 异丙草莠
'ou'ma 沤麻
'fan'zuo'yong 反作用
'nong'zuo'wu'chan'liang'gu'chan'fang'fa 农作物产量估产方法
'lin'jie'shi'du 临界湿度
'dao'huang 稻蝗
'chun'cheng 春城
'hun'he'mo'xing 混合模型
'pin'kun'xian 贫困县
'mi'xian'yi'jun'niao 咪鲜异菌脲
'sai'qin'sha'chong'an 噻嗪杀虫安
'kai'yuan 开远
'cheng'xue'guan'xi'bao 成血管细胞
'a'wei'yin'lian'su 阿维印楝素
'xiao'du'chong 小蠹虫
'le'guo'da'man'ling 乐果哒螨灵
'zhi'si'xia'jiao 制丝下脚
'xue'tie'long 雪铁龙
'pai'shui'biao'zhun 排水标准
'yang'zhi'ye'ji'xie 养殖业机械
'fu'fu'zhong'yi'ji 呋福种衣剂
'sang'chi'xiu'bing 桑赤锈病
'fu'jian'sheng'jian'ou'shi'wen'xiang'chang 福建省建瓯市蚊香厂
'pi'qie'chu'shu 脾切除术
'ji'ben'ji'yin 基本基因
'xing'tan 星探
'chao'ji'dao'xin'pin'zhong 超级稻新品种
'chun'mei 醇酶
'mian'hua'tan'ju'bing 棉花炭疽病
'ke'bu'si'yu'lan 柯不斯玉兰
'you'chong'deng 诱虫灯
'lv'you'nong'ye 旅游农业
'shuang'bai'xian 双柏县
'jin'zhan'hua 金盏花
'gao'san 高三
'xian'nong'cun'neng'yuan'ban 县农村能源办
'shang'you 尚有
'an'yao'qiu 按要求
'wei'tian 围田
'ba'ban 疤斑
'shun'xu'pei'zhi 顺序配置
'sheng'chan'ren'wu 生产任务
'luo'he'wu 络合物
'gan'de 干得
'hen'da'cheng'du'shang 很大程度上
'mi'zuo'yan'suan 咪唑烟酸
'jia'shan'yao 家山药
'fang'zhi'qin'shi'zhi'wu 防止侵蚀植物
'zhi'dai 纸袋
'lv'chun'xian 绿春县
'mian'hua'lun'wen'bing 棉花轮纹病
'si'liao'xiao'du'qi 饲料消毒器
'ma'li'ke'shi'bing 马立克氏病
'shou'yi'shi 兽医师
'kuai'gen'zui'shou'huo'ji 块根罪收获机
'sang'huang 桑蟥
'luo'tu 裸土
'xin'xing'zhuang'fa'sheng 新性状发生
'jiang'su'sheng'nan'tong'hong'yang'hua'gong'you'xian'gong'si 江苏省南通宏洋化工有限公司
'jie'duan'fa'yu 阶段发育
'he'chuan'wei'hu 河川维护
'ji'tui'gu 鸡腿菇
'wei'xing'qi'xiang'xue 卫星气象学
'zhong'mu'zhu 种母猪
'an'mie'ling 安灭灵
'liu'an'mei 硫胺酶
'bao'ceng'ji'yan'pan'tu 薄层基岩磐土
'hui'ling'pai'shui'gou 汇零排水沟
'chu'kou 出口
'dan'ren'chuang 单人床
'huang'chan 黄蝉
'dan'tang 单糖
'er'shi'ba'xing'piao'chong 二十八星瓢虫
'tiao'wei'pin 调味品
'niao'su'si'liao 尿素饲料
'mei'mu'cheng'ben 每亩成本
'bu'dong'bao'zi 不动孢子
'bai'xing'hua'jin'gui 白星花金龟
'er'qiang'xiong'rui'de 二强雄蕊的
'bao'shi'jie 保时捷
'xiang'lin 相邻
'jiang'su'qiao'ji'sheng'wu'hua'xue'you'xian'gong'si 江苏侨基生物化学有限公司
'qin'fen'gong'zuo 勤奋工作
'gai'lv'lun 概率论
'wang'mu'ni'di'jia 网目拟地甲
'fei'liao'pin'wei 肥料品位
'tang'fu'chan'pin 糖副产品
'mu'qian 目前
'jiao'zi 嚼子
'ya'zhou'yu'mi'ming 亚洲玉米螟
'kong'qi'leng'que'qi 空气冷却器
'chong'xian'xin'liu'lin 虫酰辛硫磷
'ban'he'cheng'si'liao 半合成饲料
'san'ben'ji'yi'suan'xi 三苯基乙酸锡
'ji'ti'tao'lun 集体讨论
'ke'mei 克霉
'shen'jing 神经
'pi'fu'zhen'jun'bing 皮肤真菌病
'lei'gu 肋骨
'wu'huang'de 无黄的
'an'guan'su'kong'li 暗管塑孔犁
'tu'rang'mei 土壤酶
'ma'ling'shu'qing'xuan'ji 马铃薯清选机
'pai'dan 派丹
'dou'ke'si'liao'zhi'wu 豆科饲料植物
'e'zuo'jun'tong 噁唑菌酮
'fen'lei'hua'he'wu 酚类化合物
'ping'jun'fa'zhan'su'du 平均发展速度
'zhu'jing 主茎
'shi'dian 施甸
'wu'ye'de 五叶的
'ci'hua'xiong'hua'liang'xing'hua'yi'zhu 雌花雄花两性花异株
'su'xiao'xing 速效性
'gao'wen'xing 高温型
'dian'zi'xue 电子学
'shuang'ban'da'xi 双斑大蟋
'dui'sheng'ye'xu 对生叶序
'wu'niao 无尿
'nao'ji'sui'mo'yan 脑脊髓膜炎
'ba'si'fu 巴斯夫
'gou'rong'xing 枸溶性
'bing'zhou'qi 病周期
'ying'guo'yan'jiu'li'shi'hui 英国研究理事会
'po'sui'gun 破碎辊
'bei'jing'wan'hui'sheng'wu'gong'cheng'you'xian'ze'ren'gong'si 北京万惠生物工程有限责任公司
'jian'quan'ji'gou'he'zhi'du 健全机构和制度
'xie'hong'dao'mian'ban 泄洪道面板
'kuai'jing'bo'zhong'ji 块茎播种机
'nong'ye'ting 农业厅
'xiao'shou'e 销售额
'da'tao'lun 大讨论
'an'ji'jia'suan'zhi 氨基甲酸酯
'ju'da'gan 巨大肝
'yang'bing'du'xing'nao'yan 羊病毒性脑炎
'lv'qing'chong'xian'jing 氯氰虫酰肼
'xuan'dan'bi 悬胆鼻
'qie'shi'jia'da'nong'ye'tou'ru 切实加大农业投入
're'zhu 热柱
'zhong'wai'pei'ceng 中外胚层
'chao'mian'yi'xue'qing 超免疫血清
'xian'dai'feng'hua 现代风化
'pei'xun'huo'dong 培训活动
'zai'zhi'gou 栽植沟
'pen'liu'ji 喷硫机
'ying'yang'ye 营养液
'hai'wai 海外
'jiao'cha'shuang'bi 交叉双臂
'li'ti 犁体
'lu'wei 芦苇
'yuan'shi'xing'xi'bao 原始性细胞
'zhou'zuo'gao 周作高
'sun'shi'lv 损失率
'ye'jian 叶尖
'chu'san'cai 除三菜
'gong'lu'li'cheng 公路里程
'dian'jing 滇粳
'da'duo'ji 打垛机
'zhi'zao'zhe 制造者
'fu'she'chu'li 辐射处理
'ji'you'kui'liu'lin 机油喹硫磷
'di'shang'de 地上的
'jiao'bei 脚背
'dao'tian'nian'chong 稻田粘虫
'wei'guan 微管
'ya'li'ti'qu 压力提取
'fang'hu'jian'zhu'wu 防护建筑物
'da'qi'wu'ran 大气污染
'yan'ji 盐基
'da'qi'jian'ce 大气监测
'yao'jian'ju 药监局
'duo'bei'ti'yu'zhong 多倍体育种
'xiao'zi'ying 肖子盈
'de'li 得力
'sheng'zhi'pie'bing 生殖撇病
'shan'dong'sheng'qing'dao'shi'zhi'wu'sheng'zhang'su'chang 山东省青岛市植物生长素厂
'zong'fang'cha 总方差
'mei'yi'tian 每一天
'xian'ren'zhang 仙人掌
'bai'e 白垩
'fei'xian'xing'hui'gui 非线性回归
'mao'guan'xuan'zhe'shui 毛管悬着水
'hou'cha 后茬
'fu'yuan'xian 富源县
'xuan'you 选优
'da'mai'si'liao'dan'wei 大麦饲料单位
'he'tu 褐土
'ji'ti'cao'di 集体草地
'jie'duan 阶段
'hua'jiu'chao'e 花揪巢蛾
'pei'xun'nong'zi'jing'ying'zhe 培训农资经营者
'qian'du'xing'kou'yan 铅毒性口炎
'xiao'lv'ye'chan 小绿叶蝉
'chang'le'zhen'zhen'chang 常乐镇镇长
'qian'ri'hong 千日红
'xiong'niu 雄牛
'zhi'fang'zu'zhi 脂肪组织
'zhong'jian'shi'yan 中间试验
'bu'jing'qi 不景气
'he'shui'meng'zhang 河水猛涨
'jia'shuang'ling'meng'xin 甲霜灵锰锌
'mu'cai'jie'pou'xue 木材解剖学
'tu'di'tui'hua 土地退化
'dian'xi'bei 滇西北
'ji'yin'nei'bian'hua 基因内变化
'da'bai'hua 大白花
'tong'ji'guan'xi 统计关系
'shi'er'wan'ji'liu'suan'na 十二烷基硫酸钠
'pu'tang'hua'mei 葡糖化酶
'xian'xing'ji'yin 显性基因
'shan'dong'sheng'qing'dao'feng'bang'nong'hua'you'xian'gong'si 山东省青岛丰邦农化有限公司
'sui'wen 穗瘟
'shuang'bai 双柏
'ben'piao 本票
'xuan'fu 悬浮
'hei'xin'bing 黑心病
'dao'yuan 道远
'si'mao 思茅
'long'shi'jia'kuan'lun 笼式加宽轮
'min'zu'feng'qing 民族风情
'nong'cun'ji'ceng 农村基层
'you'ji'fei'liao 有机肥料
'xiang'cao'quan 香草醛
'yan'wu'fa'sheng'qi 烟雾发生器
'cu'xi'bao'fen'lie'ji 促细胞分裂剂
'xiao'suan'lin'suan'jia 硝酸磷酸钾
'dian'xing'hui'se'sen'lin'tu 典型灰色森林土
'jia'quan'ping'jun 加权平均
'guang'hu'xi 光呼吸
'chi'xian'hong 赤藓红
'fang'wu 房屋
'jia'wen'gan'zao 加温干燥
'shao'zhong 烧种
'ben'xiu'ding 苯锈啶
'bu'gu'nei'zhi 补骨内酯
'jia'qing'zuo'yong 加氢作用
'jiang'xi'sui'chuan'xian'zhi'xiang'chang 江西遂川县制香厂
'shuang'yan'pi 双眼皮
'zhou'cai 诌菜
'tu'rang'fu'he'ti 土壤复合体
'fu'tu 覆土
'gan'han'qu'tu'rang 干旱区土壤
'zi'hua'wan'dou 紫花豌豆
'bei'jing'xin'si'huan'xiao'du'ji'shu'kai'fa'zhong'xin 北京鑫四环消毒技术开发中心
'ge'geng'di'lei'xing'qu 各耕地类型区
'he'ke 禾克
'jian'jie'cheng'ben 间接成本
'huang'zong'se'sen'lin'tu 黄棕色森林土
'fei'shui'guan'gai 肥水灌溉
'ma'ling'shu'huang'ban'hua'ye'bing 马铃薯黄斑花叶病
'you'zhi'jing'lian 油脂精炼
'ge'li'chu'she 隔离畜舍
'gan'lan 橄榄
'fu'she'sheng'wu'xue 辐射生物学
'pu'shi'te 普施特
'ji'yue'zai'pei 集约栽培
'zai'sheng'ya 再生芽
'yi'xi'lin 异吸磷
'can'cha'dui'fei 残茬堆肥
'zhu'bing'xue 猪病学
'shou'yi'fu'wu 兽医服务
'nong'tian'shui'li'she'shi 农田水利设施
'sheng'wu'zhi'chan'ye 生物质产业
'shi'yu'ci 弑肀趀
'hong'ma'yao'zhe'bing 红麻腰折病
'cheng'jiang'xian 澄江县
'biao'guan 表观
'yi'gou 衣钩
'xian'hua'mei 酰化酶
'dan'shi'li 单式犁
'pei'zhu 胚珠
'mi'xian'san'huan'zuo 咪鲜三环唑
'yun'di 匀地
'sha'dan'yi'xian'jia 杀单乙酰甲
'zhi'wu'ji'su 植物激素
'gao'chan'gao'tang'gan'zhe 高产高糖甘蔗
'jia'wu'pu'cao'jing 甲戊扑草净
'jing'wo'lin 腈肟磷
'fen'xiang 分厢
'bing'que'man'te 并炔螨特
'hai'yang'mu'chang 海洋牧场
'qing'ku'bing 青枯病
'de'qin'xian 德钦县
'shang'han 伤寒
'guan'mu'cong 灌木丛
'cai'zheng'quan'e'ba'kuan'dan'wei 财政全额拔款单位
'fu'chi 扶持
'pu'yi 扑乙
'lao'li'cheng'ben 劳力成本
'gai'lv'xiang'liang 概率向量
'hua'xing 化性
'dong'wu'wei'sheng'jian'du'suo 动物卫生监督所
'fang'she'fen'jie 放射分解
'xiang'wan'dou'hua 香豌豆花
'yi'zhi'du'guan'ren 以制度管人
'ya'shen'suan'na 亚砷酸钠
'xing'tai'tu'bian'ti 形态突变体
'wen'xue'dong'wu 温血动物
'shuang'ren'fang'jian 双人房间
'jie'he'zi'xuan'ze 接合子选择
'pao'guo 泡过
'guo'du'xing'hong'sha'tu 过度性红砂土
'pu'bian'jiao'di 普遍较低
'ying'ji 应急
'gang'mao 刚毛
'yu'xi'shi 玉溪市
'nian'mo'xia'ceng 粘膜下层
'jing'sai'sha'chong'dan 井噻杀虫单
'chang'zhai 偿债
'nong'ye'wei'sheng'wu'de 农业微生物的
'hu'die 蝴蝶
'shi'zheng'ting 市政厅
'shi'ba'wan'ji'san'jia'ji'lv'hua'an 十八烷基三甲基氯化铵
'jin'sha'jiang 金沙江
'jiao'xue'ri 教学日
'yi'bing'wei 异丙威
'jiang'su'sheng'chang'shu'shi'nong'yao'chang'you'xian'gong'si 江苏省常熟市农药厂有限公司
'pin'zhong'jian'za'zhong 品种间杂种
'zi'ran'li'liang 自然力量
'zao'shou'le 遭受了
'zhong'zhi'zhi'du 种植制度
'ying'su'hua 罂粟花
'huang'hua'cao 黄花草
'yu'ye'mei 榆叶梅
'nong'yong'tuo'la'ji 农用拖拉机
'bu'bao'he'mao'guan'shen'tou 不饱和毛管渗透
'ti'nei'ji'sheng'chong 体内寄生虫
'kang'dao'an 抗倒胺
'bei'jing'yun'gang'sheng'wu'hua'gong'you'xian'gong'si 北京云港生物化工有限公司
'shi'yan'za'jiao 试验杂交
'tu'di'zhan'you'he'tu'di'shi'yong 土地占有和土地使用
'ya'bao'xi'jun 芽孢细菌
'gong'yin'zi 公因子
'dan'zhou'zhuan 氮周转
'qiu'sui'bian'suo'cao 球穗扁莎草
'sa'bo'ji 撒播机
'hai'tan'tu 海滩土
'yin'lian'hua 银莲花
'gang'liang 钢梁
'ju'yi'xi'bao'mo 聚乙烯薄膜
'jing'gu 景谷
'pao'yang 抛秧
'duo'hua'xing 多化性
'guang'hua'xue'fen'jie 光化学分解
'qiu'guo 球果
'ma'lin'qin 马麟钦
'nong'yao'can'liu 农药残留
'feng'xiang'she'bei 蜂箱设备
'ting'shen'jing 听神经
'yan'lan'se 艳蓝色
'shan'dong'xin'nong'ji'sheng'wu'ke'ji'you'xian'gong'si 山东新农基生物科技有限公司
'mie'ke'lin 灭克磷
'nong'cun'jing'ji'she'hui'fa'zhan 农村经济社会发展
'ji'ya'he'dai'zhi'wu'zi 积压和呆滞物资
'gao'xiao'fu'bi'jia'he'ling 高效氟吡甲禾灵
'wei'hai 危害
'zhi'ma'tian'e 芝麻天蛾
'yue'ju 越桔
'yi'chuan'pu'tao'zhuang'de 一串葡萄状的
'xiang'jiao'shu 香蕉树
'huan'jing 环境
'de'bu'dao 得不到
'shan'dong'sheng'ji'nan'sai'ke'hua'gong'you'xian'gong'si 山东省济南赛克化工有限公司
'ru'yong'shan'yang 乳用山羊
'chi'ni'gu'dao 赤拟谷盗
'le'ke'si 勒克司
'an'guan 暗管
'nu'jiang'zhou 怒江州
'dian'yong'fen'xi 电泳分析
'guang'da'nong'min 广大农民
'fu'zhuang'she'ji'shi 服装设计师
'gai'dao'gong'cheng 改道工程
'he'tan'di 河滩地
'pi'ceng 皮层
'nong'ye'qi'ye 农业企业
'nong'min'jia'ting'fu'ye 农民家庭副业
'mao'dou 毛豆
'jue'dui'nian'ling 绝对年龄
'tiao'jian'zhi'si 条件致死
'fang'song'luo'mu 防松螺母
'tian'jian 田间
'gai'lv'qu'xian 概率曲线
'ma'ju 马驹
'bi'hua'shou'jing 闭花受精
'lian'nan'cun 莲南村
'lie'kai 裂开
'xiu'mian'chu'li 休眠处理
'xuan'wu'yan'tu'rang 玄武岩土壤
'cu'luan'pao'ji'su 促卵泡激素
'ru'shu'qi 乳熟期
'wen'du'yu'liang'tu 温度雨量图
'fa'fang 发放
'xin'ju'cuo 新举措
'shu'cai'zhong'zi 蔬菜种子
'jia'chu'sheng'zhang'ci'ji'ji 家畜生长刺激剂
'juan'yang'ji 卷扬机
'tong'ji'xue'jia 统计学家
'yi'chang'jing'zi 异常精子
'chong'ju'ku'shen'jian 虫菊苦参碱
'xue'qing 血清
'yi'ci'xing'ke'pei'xun 一次性可培训
'sang'xiang'chong 桑象虫
'he'fu 褐腐
'pin'zhong'shi'yan 品种试验
'fei'yan'cao 飞燕草
'sheng'li'zai'sheng'xian'xiang 生理再生现象
'shi'xian 实现
'hu'tong'ma'lin'gua 琥铜吗啉胍
'xue'gen'jian 血根碱
'da'li'shi 大理石
'wu'lv'fen'na 五氯酚钠
'guan'li'wei'sheng 管理卫生
'pai'fang 牌坊
'guo'ji'mao'yi 国际贸易
'li'xue'chuan 李学传
'tian'jian'pai'shui'gou 田间排水沟
'ji'feng'jiang'yu 季风降雨
'chui'xiang 吹响
'hei'long'jiang'jian'hui'xiang 黑龙江简喙象
'tu'rang'jie'pi 土壤结皮
'si'liao'ping'jia 饲料评价
'yi'chuan'huo'de'liang 遗传获得量
'dong'bo 冬播
'li'zi'qiang'du 离子强度
'sheng'wu'jian'ding 生物检定
'gu'pen 骨盆
'yi'chuan'tu'pu 遗传图谱
'wu'xi'bao'xi'tong 无细胞系统
'feng'du 蜂毒
'bi'mo 毕摩
'ji'wei'chong'bing 鸡胃虫病
'du'xing 毒性
'liao'rong 廖容
'jie'shu'lv 解舒率
'long'she'lan 龙舌兰
'man'po 漫坡
'tui'guang'lou 推广楼
'jia'xin'xian'xiu 甲辛酰溴
'luo'ye'ji 落叶剂
'jia'shuang'shuang'mei'wei 甲霜霜霉威
'yi'ci'xiao'fei'zhe 一次消费者
'zhuan'cha 砖茶
'tian'cui'dou 甜脆豆
'bai'hua'xian'xiang 白化现象
'ji'jian'tong'ji 基建统计
'shi'chang'zhun'ru 市场准入
'nian'wu'shuang'qi 年无霜期
'feng'de'ning 冯德宁
'zhong'jie'zu'zhi 中介组织
'zhi'yi 制宜
'zhi'zhong'tian 制种田
'liu'suan 硫酸
'ku'zhi'luo'ye'ceng 枯枝落叶层
'jian'kang 健康
'bu'di'yu 不低于
'guo'tang 果糖
'li'xi'bao 粒细胞
'sheng'chan'she'shi 生产设施
'she'hui'wen'ding 社会稳定
'xiao'hua'bu'liang 消化不良
'pang'yong'xin 庞永新
'gan'su'hua'shi'nong'ye'ke'ji'you'xian'gong'si 甘肃华实农业科技有限公司
'nong'chan'pin'nong'yao'can'liu'jian'ce 农产品农药残留检测
'mian'geng'le 免耕乐
'jiao'cha'gan'rao 交叉干扰
'xi'bao'zeng'zhi 细胞增殖
'zhi'mei 脂酶
'ren'gong'dui'fei 人工堆肥
'dui'lv'ben'yang'yi'suan'na 对氯苯氧乙酸钠
'huo'yun'che 货运车
'quan'xian'gong'wan'cheng 全县共完成
'zhi'dao'jian'li 指导建立
'fei'yuan 肥源
'sheng'huo'kuan'yu 生活宽裕
'gan'zhe'hong'fen'jie 甘蔗红粉蚧
'bei'hui'gui'xian 北回归线
'fu'he'za'jiao 复合杂交
'ju'ke'shu'cai 菊科蔬菜
'sha'chong'long 杀虫隆
'xing'bi 行比
'ning'jiao'ti 凝胶体
'sha'dan'mie'duo'wei 杀单灭多威
