'a'bo 阿勃
'hua'fen'si'fen'ti 花粉四分体
'hua'fen'tu'shi 花粉图式
'hua'fen'yu 花粉雨
'hua'gai 花盖
'hua'gang'pian'ma'yan 花岗片麻岩
'hua'gang'pian'ma'yan'tu 花岗片麻岩土
'hua'gang'yan 花岗岩
'hua'gang'yan'zhi'tu'rang 花岗岩质土壤
'hua'geng 花梗
'hua'guan 花冠
'hua'guan'shang'zhe'sheng'de 花冠上着生的
'hua'he'wu 化合物
'hua'hou 花后
'hua'hou'zeng'da'de 花后增大的
'hua'huang'su 花黄素
'hua'hui'yuan'yi'sheng'chan'wu 花卉园艺生产物
'hua'hui'zhong'zi 花卉种子
'hua'jian 化简
'hua'jing'sheng'hua'de 花茎生花的
'hua'jiu'chao'e 花揪巢蛾
'hua'kui 花葵
'hua'lai'shi'xiao'ying 华莱士效应
'hua'mi 花蜜
'hua'mian 画面
'hua'nong 化脓
'hua'nong'xing'lin'ba'guan'yan 化脓性淋巴管炎
'hua'pen 花盆
'hua'pian'yu'yi'ce'de 花偏於一侧的
'hua'ping'zao 花乒造
'hua'qi'xiang'yu 花期相遇
'hua'qing'su 花青素
'hua'sheng'bing 花生饼
'hua'sheng'bo'zhong'ji 花生播种机
'hua'sheng'hei'ban'bing 花生黑斑病
'hua'sheng'lian'he'shou'huo'ji 花生联合收获机
'hua'sheng'si'xi'suan 花生四烯酸
'hua'shi 滑石
'hua'shi'zhi'wu 化石植物
'hua'si 花丝
'hua'tan 花坛
'hua'tu'shi 花图式
'hua'tuo 花托
'hua'wen'ji'yin 花纹基因
'hua'xing 化性
'hua'xing 滑行
'hua'xing'cheng 花形成
'hua'xing'qi 划行器
'hua'xu 花序
'hua'xu'geng 花序梗
'hua'xu'zhou 花序轴
'hua'xue'chen'dian 化学沉淀
'hua'xue'chen'ji'yan 化学沉积岩
'hua'xue'fei'liao 化学肥料
'hua'xue'fen'hua 化学分化
'hua'xue'feng'hua 化学风化
'hua'xue'gan'shou'qi 化学感受器
'hua'xue'he'cheng 化学合成
'hua'xue'he'cheng'xi'jun 化学合成细菌
'hua'xue'huan'jing 化学环境
'hua'xue'jie'he'shui 化学结合水
'hua'xue'nong'yao 化学农药
'hua'xue'qin'shi 化学侵蚀
'hua'xue'qu'xiong 化学去雄
'hua'xue'quan'liang'fen'xi 化学全量分析
'hua'xue'sheng'tai'xue 化学生态学
'hua'xue'shi 化学势
'hua'xue'shi'ji 化学试剂
'hua'xue'te'xing 化学特性
'hua'xue'tu'xing 化学土型
'hua'xue'wu'ran 化学污染
'hua'xue'wu'ran'wu 化学污染物
'hua'xue'xi'shou 化学吸收
'hua'xue'xi'shou'ji 化学吸收剂
'hua'xue'xi'shou'neng'li 化学吸收能力
'hua'xue'xing'ti'wen'di 化学性体温第
'hua'xue'yao'pin 化学药品
'hua'xue'yuan'su 化学元素
'hua'xue'zheng'zhi 化学整枝
'hua'xue'zu'cheng 化学组成
'hua'ya 花芽
'hua'ya'fen'hua 花芽分化
'hua'ya'xing'cheng 花芽形成
'hua'ya'xing'cheng'wu'zhi 花芽形成物质
'hua'yao 花药
'hua'yao'pei'yang 花药培养
'hua'ye 花叶
'hua'ye'cai 花椰菜
'hua'ye'cai'hua'ye'bing'du 花椰菜花叶病毒
'hua'ying 花颖
'hua'yong'lv 化蛹率
'hua'yuan 花园
'hua'zhou 花轴
'hua'zhu 花柱
'hua'zhu'yi'chang 花柱异长
'huai'si 坏死
'huai'si'gan'jun'bing 坏死杆菌病
'huai'yun'mu'chu 怀孕母畜
'huan'chong'ji 缓冲剂
'huan'chong'rong'ye 缓冲溶液
'huan'chong'ye 缓冲液
'huan'chong'zhuo 缓冲酌
'huan'jie'dong'wu 环节动物
'huan'jing 环境
'huan'jing'bao'hu 环境保护
'huan'jing'biao'zhun 环境标准
'huan'jing'fang'cha 环境方差
'huan'jing'kong'zhi 环境控制
'huan'jing'po'huai 环境破坏
'huan'jing'tiao'jian 环境条件
'huan'jing'tu'rang 环境土壤
'huan'jing'wei'sheng 环境卫生
'huan'jing'wen'du 环境温度
'huan'jing'xiang'guan 环境相关
'huan'jing'yin'su 环境因素
'huan'jing'ying'xiang 环境影响
'huan'ju'hua'shuo 换句话说
'huan'lin'xian'an 环磷酰胺
'huan'mu'feng 换母蜂
'huan'qi'chuang 换气窗
'huan'wan'suan 环烷酸
'huan'xiao'fei'liao 缓效肥料
'huan'xiao'xing'dan'fei 缓效性氮肥
'huan'xing'pen'guan'ji 环形喷灌机
'huan'xing'ran'se'ti 环形染色体
'huan'yu 换羽
'huan'yuan 还原
'huan'yuan'ceng 还原层
'huan'yuan'ji 还原剂
'huan'yuan'tang 还原糖
'huan'yuan'wu'zhi 还原物质
'huan'yuan'zhang'ai 还原障碍
'huan'yuan'zhang'ai'wu'zhi 还原障碍物质
'huan'yuan'zhuang'tai 还原状态
'huan'zhuan'qi 缓转器
'huan'zhuang'bao'pi 环状剥皮
'huan'zhuang'de 环状的
'huang'ai'bing 黄矮病
'huang'ban 黄斑
'huang'bian 黄变
'huang'bian'zheng 黄变症
'huang'cao'ling 黄草灵
'huang'chi'pa 簧齿耙
'huang'chong 蝗虫
'huang'chong'fang'zhi 蝗虫防治
'huang'dan 黄疸
'huang'di 荒地
'huang'di'lao'hu 黄地老虎
'huang'fen'chong 黄粉虫
'huang'gua 黄瓜
'huang'gua'bai'juan'bing 黄瓜白绢病
'huang'gua'hei'xing'bing 黄瓜黑星病
'huang'gua'hua'ye'bing 黄瓜花叶病
'huang'gua'jun'he'bing 黄瓜菌核病
'huang'gua'shuang'mei'bing 黄瓜霜霉病
'huang'guo'de 黄果的
'huang'hua 黄化
'huang'hua'cao 黄花草
'huang'jin'zhong'mi'feng 黄金种蜜蜂
'huang'ling 黄陵
'huang'liu 黄瘤
'huang'liu'bing 黄瘤病
'huang'ma 黄麻
'huang'mei 黄酶
'huang'mo 荒漠
'huang'mo'zhi'wu 荒漠植物
'huang'piao'ling'tuo'qing'mei 黄嘌呤脱氢酶
'huang'piao'ling'yang'hua'mei 黄嘌呤氧化酶
'huang'qu'mei'du'su'zhong'du 黄曲霉毒素中毒
'huang'se'tie'lv'tu 黄色铁铝土
'huang'se'tu 黄色土
'huang'shu 黄熟
'huang'shu'qi 黄熟期
'huang'su'dan'bai 黄素蛋白
'huang'su'dan'he'dai'suan 黄素单核甙酸
'huang'su'mei 黄素酶
'huang'suan 磺酸
'huang'ti 黄体
'huang'ti'ji'su 黄体激素
'huang'tong'kuang 黄铜矿
'huang'tu 黄土
'huang'tu'xing'tu'rang 黄土性土壤
'huang'xi'bao 黄细胞
'huang'xiang'cao'mu'xi 黄香草木樨
'huang'xuan 黄癣
'huang'xue'can 黄血蚕
'huang'ye'qi 黄叶期
'huang'you 黄油
'huang'you'leng'que'qi 黄油冷却器
'huang'you'nai'shui 黄油奶水
'huang'you'zao'xing 黄油造型
'huang'zhi'sheng'wu'jian 黄质生物碱
'huang'zong'se'sen'lin'tu 黄棕色森林土
'hui'bi'xing 回避性
'hui'chang'yan 辉长岩
'hui'chong 蛔虫
'hui'chong'yao 蛔虫药
'hui'dai 回代
'hui'dui 灰堆
'hui'fa 挥发
'hui'fa'xing 挥发性
'hui'fa'xing'hua'he'wu 挥发性化合物
'hui'fa'xing'zhi'fang'suan 挥发性脂肪酸
'hui'fen'zu'cheng 灰分组成
'hui'fu'tu'bian'ti 回复突变体
'hui'fu'xi 恢复系
'hui'gui 回归
'hui'gui'fang'cheng 回归方程
'hui'gui'fen'xi 回归分析
'hui'gui'gu'ji 回归估计
'hui'gui'han'shu 回归函数
'hui'gui'qu'xian 回归曲线
'hui'gui'qu'yu 回归区域
'hui'gui'xi'shu 回归系数
'hui'gui'xian 回归线
'hui'gui'zhi'xian 回归直线
'hui'hua 灰化
'hui'hua'ceng 灰化层
'hui'hua'guo'cheng 灰化过程
'hui'hua'lin'xi'tu'rang 灰化淋洗土壤
'hui'hua'zhao'ze'tu 灰化沼泽土
'hui'hua'zhuo 灰化酌
'hui'huang'mei'su 灰黄霉素
'hui'jiao 回交
'hui'ling'ji 汇伶积
'hui'ling'pai'shui'gou 汇零排水沟
'hui'lv'yan 辉绿岩
'hui'mei 灰霉
'hui'mu'kuang 辉钼矿
'hui'rang 灰壤
'hui'se'hu'min'suan 灰色胡敏酸
'hui'se'sen'lin'tu 灰色森林土
'hui'se'tu 灰色土
'hui'shi 辉石
'hui'shui'guan 回水管
'hui'shui'qu 回水区
'hui'tu 灰土
'hui'xiang 茴香
'hui'xuan'zhuan'tou'yun'dong 回旋转头运动
'hui'yan 辉岩
'hui'yin 会阴
'hui'zhuan'ban'jing 回转半径
'hui'zhuan'cu 回转簇
'hun'he'cao'di 混合草地
'hun'he'fei'liao 混合肥料
'hun'he'gan'ran 混合感染
'hun'he'lin'fei 混合磷肥
'hun'he'qing'zhu 混合青贮
'hun'he'sha'cao'ji 混合杀草剂
'hun'he'shou'fen 混合授粉
'hun'he'si'liao 混合饲料
'hun'he'xuan'ze 混合选择
'hun'he'ya 混合芽
'hun'he'yi'miao 混合疫苗
'hun'he'ying'yang 混合营养
'hun'he'yu 混合育
'hun'he'zhi'zhong 混合制种
'hun'jiao'lin 混交林
'hun'luan'du 混乱度
'hun'ning'tu'ba 混凝土坝
'hun'ning'tu'wei'yan 混凝土围堰
'hun'shu'xing 混数性
'hun'yun 混匀
'hun'za 混杂
'hun'za'liao 混杂料
'hun'zai 混栽
'hun'zuo 混作
'huo'cheng'yan 火成岩
'huo'cheng'yan'tu'rang 火成岩土壤
'huo'dong'ba 活动坝
'huo'dong'ji'wen 活动积温
'huo'dong'xing'wei'liang'yuan'su 活动性微量元素
'huo'dong'yan 活动堰
'huo'er'deng'shi'fa'ze 霍尔登氏法则
'huo'hua 活化
'huo'hua'mei 活化酶
'huo'ji 火鸡
'huo'ji'bing'du'xing'chang'yan 火鸡病毒性肠炎
'huo'ji'chu'xue'xing'chang'yan 火鸡出血性肠炎
'huo'ji'chuan'ran'xing'chang'yan 火鸡传染性肠炎
'huo'ji'chuan'ran'xing'fu'dou'yan 火鸡传染性副窦炎
'huo'ji'nao'ji'sui'mo'yan 火鸡脑脊髓膜炎
'huo'ji'pao'zhen'bing'du 火鸡疱疹病毒
'huo'ji'rou 火鸡肉
'huo'qiu'shi'fa'dong'ji 火球式发动机
'huo'sai'beng 活塞泵
'huo'shan 火山
'huo'shan'di'dai 火山地带
'huo'shan'hui'shi'cheng'tu 火山灰始成土
'huo'shan'hui'tu 火山灰土
'huo'shan'tu 火山土
'huo'ti'pei'yang 活体培养
'huo'ti'ran'se 活体染色
'huo'tian'geng'zhuan 火田耕专
'huo'xing 活性
'huo'xing'cu'suan 活性醋酸
'huo'xing'de 活性的
'huo'xing'fu'zhi'zhi 活性腐殖质
'huo'xing'jian'du 活性碱度
'huo'xing'kong'xi 活性孔隙
'huo'xing'suan'du 活性酸度
'huo'xing'tan 活性炭
'huo'xing'wu'ni 活性污泥
'huo'xing'wu'zhi 活性物质
'huo'xing'yang 活性氧
'huo'yan'guang'du'ce'ding 火焰光度测定
'huo'yan'guang'pu'fen'xi 火焰光谱分析
'huo'yan'mie'jun 火焰灭菌
'huo'yan'xiao'du 火焰消毒
'huo'yan'zhong'geng'chu'cao'qi 火焰中耕除草器
'huo'yan'zhong'geng'ji 火焰中耕机
'huo'yi'miao 活疫苗
'ji'bai'nian 几百年
'ji'bai'xi'bao'chong'bing 鸡白细胞虫病
'ji'bai'xue'bing 鸡白血病
'ji'ben'he'xing 基本核型
'ji'ben'hu'xi 基本呼吸
'ji'ben'ji'yin 基本基因
'ji'ben'pei'yang'ji 基本培养基
'ji'ben'pou'mian'keng 基本剖面坑
'ji'ben'ran'se'zhi'yuan'xian'wei 基本染色质原纤维
'ji'ben'shang 基本上
'ji'ben'zhong 基本种
'ji'bi'ji 忌避剂
'ji'bian 畸变
'ji'bing 疾病
'ji'bing'lei'jin'qu'xian 疾病累进曲线
'ji'bu 基部
'ji'cai 荠菜
'ji'cao'cha 集草叉
'ji'chen'qi 集尘器
'ji'chi'huan 肌弛缓
'ji'chu'dai'xie 基础代谢
'ji'chu'pei'yang'ji 基础培养基
'ji'chu'ri'liang 基础日粮
'ji'chu'shi'yan 基础试验
'ji'chu'si'liao 基础饲料
'ji'chuan'ran'xing'bi'yan 鸡传染性鼻炎
'ji'chuan'ran'xing'guan'jie'yan 鸡传染性关节炎
'ji'chuan'ran'xing'hou'qi'guan'yan 鸡传染性喉气管炎
'ji'chuan'ran'xing'nao'ji'sui'yan 鸡传染性脑脊髓炎
'ji'chuan'ran'xing'zhi'qi'guan'yan 鸡传染性支气管炎
'ji'chun 肌醇
'ji'ci'tao'chong'bing 鸡茨绦虫病
'ji'dan'fen'ji'ji 鸡蛋分级机
'ji'di 极地
'ji'di'qi'hou 极地气候
'ji'di'zhi'wu 极地植物
'ji'dian 基点
'ji'ding'zhi 几丁质
'ji'dong'cao'ping'ge'cao'ji 机动草坪割草机
'ji'dong'ge'cao'ji 机动割草机
'ji'dong'jiao'pan 机动绞盘
'ji'dong'li 机动犁
'ji'dong'qiu'dan'bai 肌动球蛋白
'ji'dong'su 激动素
'ji'dong'zhong'xin 激动中心
'ji'dou 鸡痘
'ji'du 极度
'ji'e'dai'xie 饥饿代谢
'ji'er 继而
'ji'er'suan 己二酸
'ji'fa'gan'ran 继发感染
'ji'fei 基肥
'ji'fen 鸡粪
'ji'fen'qu'xian 积分曲线
'ji'feng 极锋
'ji'feng'jiang'yu 季风降雨
'ji'feng'qi'hou 季风气候
'ji'gan 极感
'ji'ge'yue 几个月
'ji'gu 脊骨
'ji'gu'bing 肌骨病
'ji'gu'qi'gu'li'shou'ji'qi 集谷器谷粒收集器
'ji'guan 集灌
'ji'guan 鸡冠
'ji'guan'hua 鸡冠花
'ji'guan'huang'xuan 鸡冠黄癣
'ji'guang'fu'she 激光辐射
'ji'he 极核
'ji'he'ping'jun 几何平均
'ji'hong'dan'bai 肌红蛋白
'ji'hu'chang'gu'bing'du'xing'jian'qiao'yan 鸡呼肠孤病毒性腱鞘炎
'ji'hu'xi'dao'chang'dao'bing'du'xing'gu'zhi'shu'song'bing 鸡呼吸道肠道病毒性骨质疏松病
'ji'hua 极化
'ji'hua'chan'liang 计划产量
'ji'huo'luan 鸡霍乱
'ji'jian'de 急尖的
'ji'jian'qiao'yan'bing'du 鸡腱鞘炎病毒
'ji'jie 季节
'ji'jie'bian'hua 季节变化
'ji'jie'feng 季节风
'ji'jie'he'bing 鸡结核病
'ji'jie'xing'fan'zhi'jia'chu 季节性繁殖家畜
'ji'jie'xing'fen'mian 季节性分娩
'ji'jie'xing'qian'yi 季节性迁移
'ji'jie'yong'shui'liang 季节用水量
'ji'jie'zhou'qi 季节周期
'ji'jiu 急救
'ji'ju'lian'jie 机具联结
'ji'kou'xi'chong'bing 棘口吸虫病
'ji'li 基粒
'ji'liang 剂量
'ji'lie'xing'gan'mao 鸡列性感冒
'ji'lin'ba'bai'xue'bing 鸡淋巴白血病
'ji'liu 急流
'ji'liu 集流
'ji'liu'di'liu 基流底流
'ji'lu 记录
'ji'luo'fen'li 集落分离
'ji'luo'xuan'ti'bing 鸡螺旋体病
'ji'mang'chang'chong'bing 鸡盲肠虫病
'ji'mang'chang'xi'chong'bing 鸡盲肠吸虫病
'ji'mo'ke'tao'chong'bing 鸡膜壳绦虫病
'ji'nai'ci'shu 挤奶次数
'ji'nai'fang'fa 挤奶方法
'ji'nai'ji 挤奶机
'ji'nai'qi 挤奶七
'ji'nai'ting 挤奶厅
'ji'nai'tong 挤奶桶
'ji'nai'zhuang'zhi 挤奶装置
'ji'nang 极囊
'ji'nao'ji'sui'yan 鸡脑脊髓炎
'ji'neng'que'shi 机能缺失
'ji'neng'xing'dan'bei'ti 机能性单倍体
'ji'ning'dan'bai 肌凝蛋白
'ji'nue 鸡疟
'ji'pi 鸡蜱
'ji'pin'nai 机品奶
'ji'pu'fen'xi'fa 极谱分析法
'ji'qi 及其
'ji'qi'mao 机启毛
'ji'qi'wen 极气温
'ji'qian'nian 几千年
'ji'quan'tang 己醛糖
'ji'ran'ru'ci 既然如此
'ji'rou 肌肉
'ji'rou 脊肉
'ji'rou 鸡肉
'ji'rou'gu'xi'tong 肌肉骨系统
'ji'rou'song'chi'ji 肌肉松弛剂
'ji'rou'wei'suo 肌肉萎缩
'ji'rou'xi'tong 肌肉系统
'ji'rou'ying'yang'zhang'ai 肌肉营养障碍
'ji'rou'zu'zhi 肌肉组织
'ji'ru 挤乳
'ji'ru 计入
'ji'ru'wei'sheng 挤乳卫生
'ji'ruan'hua 肌软化
'ji'ruo 肌弱
'ji'she 鸡舍
'ji'sheng'chong'bing 寄生虫病
'ji'sheng'chong'qin'xi 寄生虫侵袭
'ji'sheng'chong'xue 寄生虫学
'ji'sheng'dong'wu 寄生动物
'ji'sheng'guan'xi 寄生关系
'ji'sheng'kun'chong 寄生昆虫
'ji'sheng'neng'li 寄生能力
'ji'sheng'wei'sheng'wu 寄生微生物
'ji'sheng'wu 寄生物
'ji'sheng'xian'xiang 寄生现象
'ji'sheng'zhi'qi'chong'bing 鸡生殖泣虫病
'ji'sheng'zhi'wu 寄生植物
'ji'shi'nian 几十年
'ji'shi'yan'suan'chu'li 即时盐酸处理
'ji'shu 基数
'ji'shu 级数
'ji'shu 计数
'ji'shu'yuan 技术员
'ji'shu'zi'liao 计数资料
'ji'shui 积水
'ji'shui 集水
'ji'shui'an'gou 集水暗沟
'ji'shui'chi 集水池
'ji'shui'de'shui 集水的水
'ji'shui'gou 集水沟
'ji'shui'qi'ti'shui'beng 汲水器提水泵
'ji'si 极丝
'ji'su 激素
'ji'su'ji 激素剂
'ji'su'jie'kang'ji 激素拮抗剂
'ji'su'que'fa'zheng 激素缺乏症
'ji'su'shou'ti 激素受体
'ji'su'xing'chu'cao'ji 激素型除草剂
'ji'suan 己酸
'ji'suan 肌酸
'ji'suan'gan 肌酸酐
'ji'suan'ji 计算机
'ji'suan'ji'mei 肌酸激酶
'ji'suan'xiao'qu 计算小区
'ji'sui 脊髓
'ji'sui'hui'zhi'yan'bing'du 脊髓灰质炎病毒
'ji'tai 激肽
'ji'tang'ji'mei 己糖激酶
'ji'ti 基体
'ji'ti 极体
'ji'ti'cao'di 集体草地
'ji'ti'si'yang 集体饲养
'ji'tou'chong'bing 棘头虫病
'ji'tuan'xuan'ze'fa 集团选择法
'ji'tui'jie'xuan 鸡腿疥癣
'ji'wan'gan'jun'gan'ran'zheng 鸡弯杆菌感染症
'ji'wang'zheng 既往症
'ji'wei 肌胃
'ji'wei'chong'bing 鸡胃虫病
'ji'wei'ran'se'ti'bian'hua 极微染色体变化
'ji'wei'yan 肌胃炎
'ji'wen 积温
'ji'xi 计息
'ji'xi'bao 极细胞
'ji'xian'dan'bai 肌纤蛋白
'ji'xie'cha'yang 机械插秧
'ji'xie'chou'yang'fa 机械抽样法
'ji'xie'chu'cao 机械除草
'ji'xie'chuan'bo 机械传播
'ji'xie'fang'zhi 机械防治
'ji'xie'hua'nong'ye 机械化农业
'ji'xie'xing'neng 机械性能
'ji'xie'you'ru'ji 机械油乳剂
'ji'xie'zheng'zhi 机械整枝
'ji'xie'zu'zhi 机械组织
'ji'xin'cheng'yi 鸡新城疫
'ji'xing 极性
'ji'xing 畸形
'ji'xing'de 戟形的
'ji'xing'du'xing 急性毒性
'ji'xing'du'xing'shi'yan 急性毒性试验
'ji'xing'fen'zi 极性分子
'ji'xing'gan'ran 急性感染
'ji'xing'jian 畸形茧
'ji'xing'jing'zi 畸形精子
'ji'xing'luan 畸形卵
'ji'xing'yi'dong 极性移动
'ji'xing'zhong'du 急性中毒
'ji'xu 集蓄
'ji'yan 基岩
'ji'yan 肌炎
'ji'yan'tu'rang 基岩土壤
'ji'ye'da'fa 基耶达法
'ji'yin 基因
'ji'yin'biao'ji 基因标记
'ji'yin'cu 基因簇
'ji'yin'ding'wei 基因定位
'ji'yin'fen'xi 基因分析
'ji'yin'gong'cheng 基因工程
'ji'yin'gu'ding 基因固定
'ji'yin'huo'hua'ji 基因活化剂
'ji'yin'ji'hao 基因记号
'ji'yin'ji'su 基因激素
'ji'yin'jian'pai'lie 基因间排列
'ji'yin'jian'xuan'ze'xing 基因间选择性
'ji'yin'ku 基因库
'ji'yin'li 机引犁
'ji'yin'lian 基因怜
'ji'yin'liang 基因量
'ji'yin'liang'bu'chang 基因量补偿
'ji'yin'nei'bian'hua 基因内变化
'ji'yin'nei'chong'zu 基因内重组
'ji'yin'nei'jiao'cha 基因内交叉
'ji'yin'nei'jie'he 基因内接合
'ji'yin'nei'zui'xiao'dan'wei 基因内最小单位
'ji'yin'pei'zhi 基因配置
'ji'yin'pin'lv 基因频率
'ji'yin'pin'lv'gu'ji 基因频率估计
'ji'yin'rong'he 基因融合
'ji'yin'shen'ru 基因渗入
'ji'yin'tu 基因图
'ji'yin'tu'bian 基因突变
'ji'yin'wen'ku 基因文库
'ji'yin'xiang'hu'zhuo 基因相互酌
'ji'yin'xing 基因型
'ji'yin'xing'huan'jing'xiang'hu'zhuo 基因型环境相互酌
'ji'yin'xiu'shi'xi'jun 基因修饰细菌
'ji'yin'yao'su 基因要素
'ji'yin'zai'ti 基因载体
'ji'yin'zhong'xin 基因中心
'ji'yin'zhuan'yi 基因转移
'ji'yin'zhuo 基因酌
'ji'yin'zong'he'ti 基因综合体
'ji'yin'zu 基因组
'ji'yin'zuo'wei 基因座位
'ji'you 既有
'ji'yue'fang'mu'de 集约放牧地
'ji'yue'fei'yu 集约肥育
'ji'yue'nong'fa 集约农法
'ji'yue'zai'pei 集约栽培
'ji'yun'dong'shi'tiao 肌运动失调
'ji'zao'du'su 芰皂毒素
'ji'zao'shu'pin'zhong 极早熟品种
'ji'zhang 记帐
'ji'zhen'chan 肌震颤
'ji'zhi 基质
'ji'zhi'shi'yan'she'ji 极值实验设计
'ji'zhi'wei'tu'bian'ti 寄侄围突变体
'ji'zhi'wu 寄植物
'ji'zhu 寄主
'ji'zi 集资
'jia'an'lin 甲氨磷
'jia'ben 甲苯
'jia'ben'mi'zuo 甲苯咪唑
'jia'can'ran'se'ti 家蚕染色体
'jia'can'si'liao 家蚕饲料
'jia'can'si'yu 家蚕饲育
'jia'can'xuan'ze 家蚕选择
'jia'can'yu'zhong'fang'fa 家蚕育种方法
'jia'can'yuan'zhong 家蚕原种
'jia'chang'shi 钾长石
'jia'chao'xian'xing 假超显性
'jia'cheng'fan'ying 加成反应
'jia'chong 甲虫
'jia'chu 家畜
'jia'chu'bian'chong'bing 家畜鞭虫病
'jia'chu'bing'du 家畜病毒
'jia'chu'bu'shi'gan'jun'bing 家畜布氏杆菌病
'jia'chu'chang'bing'du'gan'ran 家畜肠病毒感染
'jia'chu'cheng 家畜秤
'jia'chu'dian'xian 家畜癫痫
'jia'chu'duo'shi'bao'chong'bing 家畜多室包虫病
'jia'chu'e'kou'xian'chong'bing 家畜颚口线虫病
'jia'chu'fu'qiang'si'zhuang'chong'bing 家畜腹腔丝状虫病
'jia'chu'gai'liang 家畜改良
'jia'chu'gou'duan'luo'xuan'ti'bing 家畜钩端螺旋体病
'jia'chu'gou'lou'bing 家畜佝偻病
'jia'chu'guan'li 家畜管理
'jia'chu'hu'chang'gu'bing'du 家畜呼肠孤病毒
'jia'chu'hui'chong'bing 家畜蛔虫病
'jia'chu'jian'mao 家畜剪毛
'jia'chu'jie'he'bing 家畜结核病
'jia'chu'jie'xuan'bing 家畜疥癣病
'jia'chu'jue'dui'li'yong'nian'xian 家畜绝对利用年限
'jia'chu'lie'bing'xue 家畜列病学
'jia'chu'ni'yuan'chong'bing 家畜拟圆虫病
'jia'chu'pi'zhen'zhuang'xi'chong'bing 家畜披针状吸虫病
'jia'chu'pin'xue 家畜贫血
'jia'chu'ru'cao 家畜褥草
'jia'chu'sha'men'shi'gan'jun'bing 家畜沙门氏杆菌病
'jia'chu'sheng'li'xue 家畜生理学
'jia'chu'sheng'zhang'ci'ji'ji 家畜生长刺激剂
'jia'chu'shou'ming 家畜寿命
'jia'chu'si'yang'di'yu 家畜饲养地域
'jia'chu'si'yang'xue 家畜饲养学
'jia'chu'tong'xian'chong'bing 家畜筒线虫病
'jia'chu'tu'zai 家畜屠宰
'jia'chu'wei'jie'he 家畜伪结核
'jia'chu'wei'sheng'xue 家畜卫生学
'jia'chu'xi'pu 家畜系谱
'jia'chu'xiao'hua'bu'liang 家畜消化不良
'jia'chu'yi'dong 家畜移动
'jia'chu'yong'xiao'che 家畜用小车
'jia'chu'yu'zhong 家畜育种
'jia'chu'zhi'qi'guan'fei'yan 家畜支气管肺炎
'jia'chun 甲醇
'jia'chun'dan'xi'bao'dan'bai'zhi'si'liao 甲醇单细胞蛋白质饲料
'jia'cu'sheng'zhang 加粗生长
'jia'dai'sen'xin 甲代森锌
'jia'dan'bei'ti 假单倍体
'jia'ding'ping'jun 假定平均
'jia'duo'bei'ti 假多倍体
'jia'fa'ding'li 加法定理
'jia'fei 钾肥
'jia'fu'lin 甲氟磷
'jia'gen 假根
'jia'gong 加工
'jia'gong'fei'liao 加工肥料
'jia'gong'pin'zhi 加工品质
'jia'gong'shu'cai 加工蔬菜
'jia'gong'sun'shi 加工损失
'jia'guo 假果
'jia'hui'hua 假灰化
'jia'ji'hua 甲基化
'jia'ji'lv 甲基绿
'jia'ji'xian'wei'su 甲基纤维素
'jia'ji'xiu 甲基溴
'jia'ji'yin 假基因
'jia'ji'zhuan'yi 甲基转移
'jia'ji'zhuan'yi'mei 甲基转移酶
'jia'jie 嫁接
'jia'jie'dao 嫁接刀
'jia'jie'za'zhong 嫁接杂种
'jia'jing'jie 假荆芥
'jia'ju 加剧
'jia'jun'gen 假菌根
'jia'kang'xing 假抗性
'jia'kuang'quan'bing 假狂犬病
'jia'lin'jing 假鳞茎
'jia'liu'lin'an'fei 钾硫磷铵肥
'jia'lun'sheng 假轮生
'jia'na'da'shi 加拿大屎
'jia'nian'lun 假年轮
'jia'niao'gan 假尿苷
'jia'qian'yu'hua 假潜育化
'jia'qin 家禽
'jia'qin'chang 家禽厂
'jia'qin'chang 家禽场
'jia'qin'da'chang'gan'jun'bing 家禽大肠杆菌病
'jia'qin'gong'ye 家禽工业
'jia'qin'huai'si'xing'chang'yan 家禽坏死性肠炎
'jia'qin'huo'luan 家禽霍乱
'jia'qin'kui'yang'xing'chang'yan 家禽溃疡性肠炎
'jia'qin'lian'qiu'jun'bing 家禽链球菌病
'jia'qin'long'bing 家禽笼病
'jia'qin'pei'bing 家禽胚病
'jia'qin'pu'tao'qiu'jun'bing 家禽葡萄球菌病
'jia'qin'rou 家禽肉
'jia'qin'she'bing 家禽舌病
'jia'qin'si'liao 家禽饲料
'jia'qin'si'yang 家禽饲养
'jia'qin'tuo'mao'ji 家禽脱毛机
'jia'qin'xi'jun'xing'guan'jie'yan 家禽细菌性关节炎
'jia'qin'xiao'hua'bu'liang 家禽消化不良
'jia'qin'xie'zhi'qiang'yan 家禽泄殖腔炎
'jia'qin'xue 家禽学
'jia'qin'ye 家禽业
'jia'qin'zhang'kou'bing 家禽张口病
'jia'qing 加氢
'jia'quan 加权
'jia'quan 甲醛
'jia'quan'pian'cha 加权偏差
'jia'quan'ping'jun 加权平均
'jia'quan'shui'xiao'du 甲醛水消毒
'jia'quan'suan'shu'ping'jun 加权算术平均
'jia'quan'zong'he 加权总和
'jia're'fa 加热法
'jia're'shi'jian'gan'zao 加热式茧干燥
'jia'she 假设
'jia'she'ce'yan 假设测验
'jia'she'fen'bu 假设分布
'jia'she'jian'yan 假设检验
'jia'she'zong'ti 假设总体
'jia'shi'li 架式犁
'jia'shi'yan 钾石盐
'jia'shu'xing'fa'xian 家属性发现
'jia'shui'fen'jie 加水分解
'jia'su 加速
